5/8/23,PM,23
5/8/23,PM,22
5/8/23,PM,40
5/8/23,PM,37
5/8/23,PM,42
5/8/23,PM,23
5/8/23,PM,38
5/9/23,PM,30
5/9/23,PM,42
5/9/23,PM,41
5/9/23,PM,45
5/9/23,PM,37
5/9/23,PM,45
5/10/23,PM,38
5/10/23,PM,36
5/10/23,PM,46
5/10/23,PM,45
5/10/23,PM,47
5/10/23,PM,54
5/10/23,PM,50
5/11/23,PM,45
5/11/23,PM,50
5/11/23,PM,55
5/11/23,PM,53
5/11/23,PM,52
5/11/23,PM,49
5/12/23,PM,51
5/12/23,PM,55
5/12/23,PM,57
5/12/23,PM,49
5/12/23,PM,55
5/12/23,PM,53
5/13/23,PM,65
5/13/23,PM,52
5/13/23,PM,51
5/13/23,PM,54
5/13/23,PM,47
5/13/23,PM,58
5/14/23,PM,48
5/14/23,PM,60
5/14/23,PM,64
5/14/23,PM,66
5/14/23,PM,68
5/14/23,PM,62
5/14/23,PM,53
5/15/23,PM,58
5/15/23,PM,69
5/15/23,PM,45
5/15/23,PM,54
5/15/23,PM,57
5/15/23,PM,59
5/16/23,PM,47
5/16/23,PM,53
5/16/23,PM,61
5/16/23,PM,57
5/16/23,PM,51
5/16/23,PM,49
5/16/23,PM,57
5/16/23,PM,58
5/16/23,PM,61
5/17/23,PM,61
5/17/23,PM,49
5/17/23,PM,58
5/17/23,PM,64
5/17/23,PM,55
5/17/23,PM,57
5/17/23,PM,54
5/17/23,PM,58
5/30/23,PM,68
5/30/23,PM,64
5/30/23,PM,63
5/30/23,PM,63
5/30/23,PM,74
5/30/23,PM,78